Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
RSYSTEMS,R SYSTEMS INTERNAT,24760911171,218.7,4.41632848,-21.40161725,498832,109094558.4,250.8359667,269.9337919,284.0757854,11556390000,Technology Services,1606440000,,,23-Feb-22
FRETAIL,FUTURE RETAIL LTD,24158754353,47.1,5.72390572,-1.25786164,4062933,191364144.3,46.68086592,47.44598828,48.77658769,63039400000,Retail Trade,-13586700000,,,23-Feb-22
DHAMPURSUG,DHAMPUR SUGAR MILL,24145169523,387.35,6.473337,-2.70032655,714169,276633362.2,387.2499244,385.367963,363.4483383,39944200000,Process Industries,4626519000,7.40542,,23-Feb-22
GRSE,GARDEN REACH SHIPB,24101740512,219.7,4.22201139,-5.56630131,166900,36667930,225.4012915,230.3752503,232.7044248,11408353000,Producer Manufacturing,1464340000,-10.9834,,23-Feb-22
GRAVITA,GRAVITA INDIA LTD,23773204889,365.65,5.77089962,-1.77300201,186739,68281115.35,364.8703235,358.8480103,325.1925146,14067282000,Non-Energy Minerals,1833791000,7.23428,,23-Feb-22
KIRIINDUS,KIRI INDUSTRIES LTD,23745251662,476.8,4.04800873,0.23123818,193477,92249833.6,476.536424,483.0048107,487.4305058,9570286000,Process Industries,1455016000,17.4481,,23-Feb-22
INDIAGLYCO,INDIA GLYCOL,23439403324,788.25,4.14189457,-3.60745949,147070,115927927.5,809.428866,844.1720365,872.7822127,22915327000,Process Industries,2623100000,8.48846,,23-Feb-22
JPASSOCIAT,JAIPRAKASH ASSOCIA,23097745192,10.2,8.5106383,2,12924167,131826503.4,10.00413311,10.19991083,10.28917646,49130400000,Producer Manufacturing,7903400000,,,23-Feb-22
SUBROS,SUBROS LTD,22235607804,363.5,5.59186638,6.8489124,190714,69324539,347.5729581,351.1225244,357.3179215,17956520000,Producer Manufacturing,1651100000,12.4397,,23-Feb-22
AMRUTANJAN,AMRUTANJAN HEALTH,22130509922,791.75,4.8189581,-1.79235922,17937,14201619.75,802.1899151,825.3231293,858.7060953,3328440000,Health Technology,755085000,19.9501,,23-Feb-22
OPTIEMUS,OPTIEMUS INFRACOM,21891201343,266.7,3.59293067,-9.56256358,64546,17214418.2,282.8675208,291.3516064,301.5653327,1815000000,Distribution Services,-783500000,,,23-Feb-22
AUTOAXLES,AUTOMOTIVE AXLES,21577079510,1508.5,4.53553238,2.33709847,24487,36938639.5,1483.730815,1491.427979,1474.940748,9055740000,Producer Manufacturing,1173840000,22.3806,,23-Feb-22
IOLCP,IOL CHEMICALS&PHAR,20679014267,369.85,5.04118148,-5.23955931,1092406,404026359.1,383.4028268,402.6486206,435.0401349,19512200000,Process Industries,3243300000,4.88593,,23-Feb-22
STOVEKRAFT,STOVE KRAFT LTD,20344272221,648.4,4.40383222,-2.05438066,123764,80248577.6,670.6716564,732.7070641,835.9673431,8560130000,Consumer Durables,1045360000,12.4762,,23-Feb-22
SUBEXLTD,SUBEX LTD,20288304904,37.95,4.97925311,-11.64144354,4466267,169494832.7,40.58959379,43.06132795,47.00631495,3720300000,Technology Services,601900000,16.8756,,23-Feb-22
GUFICBIO,GUFIC BIOSCIENCES,19607027433,209.75,3.8880634,-2.60041792,92418,19384675.5,214.4259326,221.6354373,224.4077103,4876987000,Health Technology,1379426000,13.6413,,23-Feb-22
KIRLOSENG,KIRLOSKAR OIL ENGI,18807033075,134.95,4.04780262,-4.05261287,226221,30528523.95,141.9598854,151.7194916,167.2519644,32766400000,Producer Manufacturing,4058200000,6.30357,,23-Feb-22
JISLJALEQS,JAIN IRRIGATION,18739153603,40,8.25439783,-1.71990172,3083277,123331080,40.04987827,41.1486363,42.06711461,56198460000,Producer Manufacturing,7735900000,21.5825,,23-Feb-22
GATI,GATI LTD,18506834766,156.6,4.12234043,-6.03060306,591693,92659123.8,164.0917214,174.8192486,180.2948021,13142400000,Transportation,384000000,272.242,,23-Feb-22
NBVENTURES,NAVA BHARAT VENTUR,18133860497,122.65,5.77835274,-7.43396226,651811,79944619.15,126.073736,126.7094329,123.027563,25433360000,Utilities,11956765000,4.23308,,23-Feb-22
PSPPROJECT,PSP PROJECTS LTD,17897399780,512.25,3.03731268,-5.72375081,98632,50524242,531.8444757,539.9100845,528.9376816,12408624000,Industrial Services,2331186000,10.9216,,23-Feb-22
ANDHRSUGAR,ANDHRA SUGARS,17524725711,137.05,5.99381284,-6.35462931,602196,82530961.8,142.7464166,145.860457,141.8398109,15059320000,Process Industries,2291229000,3.8279,,23-Feb-22
MIRZAINT,MIRZA INTERNATIONA,17474446465,152,4.61114935,-9.36195587,2322770,353061040,151.5769265,149.6609377,138.7391957,10489300000,Consumer Non-Durables,2043762000,6.90595,,23-Feb-22
UNICHEMLAB,UNICHEM LABS,17464145624,259.4,4.78691174,-1.10560427,82919,21509188.6,254.163492,257.5113337,258.5596257,12048666000,Health Technology,295059000,30.5946,,23-Feb-22
BAJAJHIND,BAJAJ HINDUSTHAN S,17116623316,14,4.86891386,-8.19672131,3187830,44629620,14.61629831,15.17552062,15.33931576,66659300000,Process Industries,2309300000,30.4434,,23-Feb-22
HBLPOWER,HBL POWER SYSTEMS,16922751259,65.25,6.87960688,-6.91868759,1543967,100743846.8,67.46450014,68.68169632,66.54321423,9120386000,Producer Manufacturing,1100322000,13.4987,,23-Feb-22
DWARKESH,DWARIKESH SUGAR IN,15478380086,88.45,7.60340633,-4.22306443,4151148,367169040.6,89.65548259,90.98273244,87.19873341,18388465000,Process Industries,2707706000,5.80867,,23-Feb-22
MANALIPETC,MANALI PETROCHEMS,15445532013,93.35,4.06911929,-11.51658768,697469,65108731.15,100.5475938,105.4762136,109.9337116,10194175000,Process Industries,5485534000,2.62447,,23-Feb-22
MAXVIL,MAX VENTURES & IND,14989997199,106.8,4.296875,-5.69536424,125056,13355980.8,109.0599436,112.6380165,118.3648657,11460537000,Process Industries,2080849000,8.51391,,23-Feb-22
EXCELINDUS,EXCEL INDUSTRIES,14885585313,1230.5,3.86157417,-5.92507645,54369,66901054.5,1168.661635,1095.301988,1009.013044,7465678000,Process Industries,2023006000,8.03819,,23-Feb-22
NITINSPIN,NITIN SPINNERS LTD,14754940007,273.75,3.67354668,-7.28196444,72391,19817036.25,284.6755249,291.0708351,284.0676945,16086556000,Process Industries,5883862000,5.82924,,23-Feb-22
CIGNITITEC,CIGNITI TECHNOLOGI,14634994448,537.8,3.10582822,3.64232029,142630,76706414,524.1854876,525.9989185,542.3197748,8965269000,Technology Services,1396599000,,,23-Feb-22
GENESYS,GENESYS INTL,14624105753,485.4,4.99675535,26.96834946,203823,98935684.2,420.1565158,399.0511279,365.874033,795588000,Technology Services,244277000,,,23-Feb-22
GRWRHITECH,GARWARE HI-TECH FILMS LIM,14262367963,680.35,10.90553427,-7.54857997,95788,65169365.8,714.9274388,,,9738989000,Process Industries,2347200000,7.38612,,23-Feb-22
AMBIKCO,AMBIKA COTTON MILL,13783223800,2573.5,6.78423237,-0.31182817,93175,239785862.5,2498.524705,2423.437064,2248.315128,6152451000,Process Industries,2491900000,4.51087,,23-Feb-22
GULPOLY,GULSHAN POLYOLS LTD,13596551502,318.35,9.98445327,-8.19033886,45433,14463595.55,332.3647557,346.6183594,337.434242,7631537000,Process Industries,1694557000,3.27633,13222000000,23-Feb-22
NEULANDLAB,NEULAND LABORITIE,13527192462,1137.45,7.91745731,-2.92310318,42765,48643049.25,1151.402118,1237.288876,1397.045414,9242652000,Health Technology,1264692000,20.6212,,23-Feb-22
FCONSUMER,FUTURE CONSUMER LTD,13420073502,7.05,5.2238806,-0.70422535,5983514,42183773.7,7.0109458,7.13127092,7.26211043,11845132000,Finance,-1032319000,,,23-Feb-22
FORCEMOT,FORCE MOTORS LTD,13404338483,1062.5,3.59789392,-4.7426932,20394,21668625,1094.995188,1138.73992,1217.569995,19881900000,Producer Manufacturing,315700000,43.4805,,23-Feb-22
GALLISPAT,GALLANTT ISPAT LTD,13327426094,54.05,15.49145299,7.24206349,238666,12899897.3,50.08640009,50.34004874,50.7789225,10971435000,Non-Energy Minerals,1595391000,8.23572,,23-Feb-22
AVTNPL,AVT NATURAL PROD,13180180369,91.65,7.13033314,-5.07509063,511142,46846164.3,91.84567701,90.95205776,86.59923689,4851279000,Process Industries,1021736000,9.91913,,23-Feb-22
SANGAMIND,SANGAM INDIA,13113310631,318.85,5.82475938,-12.27128904,46044,14681129.4,335.8661427,347.8316855,340.1867841,13463400000,Process Industries,2730600000,7.93593,,23-Feb-22
KABRAEXTRU,KABRA EXTRUSIONTEC,13012956485,421.8,3.43305542,-7.69230769,57485,24247173,451.3240535,465.7558467,443.4295821,2751309000,Producer Manufacturing,520756000,13.0116,,23-Feb-22
ONMOBILE,ONMOBILE GLOBAL LTD,12899378426,128.35,4.73276214,-7.1945047,1342321,172286900.4,134.195426,137.2020225,131.1960607,5512920000,Communications,515390000,10.6517,9453750000,23-Feb-22
PRECAM,PRECISION CAMSHAF,12718601332,139.45,4.06716418,-7.80165289,249009,34724305.05,147.4274004,154.3460235,152.338774,7004730000,Producer Manufacturing,981903000,5.41544,,23-Feb-22
POWERMECH,POWER MECH PROJECT,12545339301,899.15,4.75940813,-4.1673328,22360,20104994,905.8658898,919.96414,938.0539647,18840850000,Industrial Services,2660630000,,,23-Feb-22
WONDERLA,WONDERLA HOLIDAYS,12327286110,232.65,6.50034333,3.69957655,156105,36317828.25,223.5072156,220.979062,217.803369,384211000,Consumer Services,31816000,,,23-Feb-22
SPIC,SOUTHERN PETROCHEM,11719502007,59.65,3.64900087,10.36077706,2534729,151196584.9,56.44120264,55.55635358,54.36064177,3269361000,Process Industries,2032693000,,,23-Feb-22
KKCL,KEWEL KIRAN CLOTHI,11659484455,196.25,3.53468742,-3.49151709,88756,17418365,200.855759,208.7545105,219.7417574,3024859000,Consumer Non-Durables,779000000,40.7629,11642400000,23-Feb-22
ITDCEM,ITD CEMENTATION IN,11492589525,69.05,3.36826347,-7.19086022,411366,28404822.3,72.06107334,74.21944747,76.654019,27183146000,Industrial Services,3230733000,6.85501,,23-Feb-22
IGARASHI,IGARASHI MOTORS IN,11304263321,377.3,5.28812613,-4.08033558,54374,20515310.2,387.4264999,410.9674089,449.8327089,5328605000,Producer Manufacturing,649457000,12.564,,23-Feb-22
RIIL,RELIANCE IND INFRA,11155125282,761.65,3.12775032,-5.81215606,474392,361320666.8,799.7674903,832.9938588,844.8127441,543140000,Industrial Services,42590000,90.4451,,23-Feb-22
ORCHPHARMA,ORCHID PHARMA LTD,11116346413,283.4,4.98240415,-6.54575433,113612,32197640.8,299.0507566,324.5810627,362.8690393,4500604000,Health Technology,424275000,178.138,,23-Feb-22
AVADHSUGAR,AVADH SUGAR ENERGY,10744886541,560.5,4.33730454,-4.61198094,227386,127449853,572.7343586,584.7439584,557.4934975,26518605000,Process Industries,3249298000,8.49158,,23-Feb-22
CENTENKA,CENTURY ENKA,10559296576,505.25,4.43365027,-7.41249771,76948,38877977,527.5019707,535.0972979,511.3349136,12208200000,Process Industries,2628800000,1.79996,,23-Feb-22
BAJAJHCARE,BAJAJ HEALTHCARE LTD,10308002443,390.9,4.54667023,1.24320124,121092,47334862.8,386.269735,396.8502173,397.6949137,6569838000,Health Technology,1279145000,5.79997,,23-Feb-22
GEPIL,GE POWER INDIA LTD,10201768633,158.8,4.92236538,-8.26112074,172221,27348694.8,174.6464772,195.1769478,224.0921902,33430200000,Industrial Services,-412100000,12.9669,,23-Feb-22
TI,TILAKNAGAR INDUSTR,10161158667,68,3.73760488,-7.10382514,397609,27037412,71.67748985,75.44049029,79.29972822,5473657000,Consumer Non-Durables,965728000,14.9669,,23-Feb-22
FLFL,FUTURE LIFESTYLE F,9533862694,52.85,11.85185185,5.27888446,517069,27327096.65,49.65394812,50.08272482,51.45969197,22767200000,Consumer Non-Durables,1581600000,149.348,,23-Feb-22
ZEEMEDIA,ZEE MEDIA CORP,9437719343,15.8,4.63576159,-10.98591549,5490606,86751574.8,16.51862869,16.40890852,15.39631032,6490650000,Consumer Services,2352600000,3.06634,,23-Feb-22
NAHARPOLY,NAHAR POLY FILMS,9377859890,397.85,4.32673397,-5.78972295,114868,45700233.8,402.5044721,393.781579,351.9975515,3034307000,Process Industries,881286000,4.99336,,23-Feb-22
KHAICHEM,KHAITAN CHEM & FERT LTD,9320662395,101.15,5.75013068,-5.59962669,145064,14673223.6,103.4712631,102.6201705,92.20184773,4871528000,Process Industries,914657000,4.69992,6838390000,23-Feb-22
SATIA,SATIA INDUSTRIES LTD,9169999695,95.2,3.81679389,-5.50868486,244950,23319240,97.26090925,97.90187157,96.01288089,5874207000,Process Industries,1713989000,8.44608,,23-Feb-22
ORIENTHOT,ORIENTAL HOTELS,8769219570,52.2,5.66801619,-1.22989593,399164,20836360.8,52.77226462,53.37325257,50.41602134,1158802000,Consumer Services,176600000,,,23-Feb-22
DHARAMSI,DHARAMSI MORARJI CHEM LTD,8750175249,370.6,6.80115274,3.03030303,43725,16204485,361.8780911,360.0524362,344.0872106,1966520000,Process Industries,398780000,24.0755,,23-Feb-22
TNPL,TAMIL NADU NEWSPRI,8409088120,132.4,9.15086562,3.63992172,1066646,141223930.4,126.5737806,126.0557228,125.9199813,27748316000,Process Industries,3297700000,13.2958,,23-Feb-22
APEX,APEX FROZEN FOODS,8351562500,275.85,3.1986532,-6.88607595,62788,17320069.8,288.0148838,296.8101113,300.8726282,7975541000,Consumer Non-Durables,820205000,11.2093,,23-Feb-22
DCMSRIND,DCM SHRIRAM IND LTD,8085922853,96.65,3.92473118,-8.34518729,272339,26321564.35,99.63117804,100.3280397,,18799605000,Process Industries,1479900000,8.04084,,23-Feb-22
KELLTONTEC,KELLTON TECH SOLU,7883706255,85.7,4.89596083,-9.9789916,729895,62552001.5,90.84577555,94.21083257,87.6420538,7756321107,Technology Services,1081395000,6.93657,,23-Feb-22
DVL,DHUNSERI VENTURES,7875316054,235.35,4.64650956,-4.54268911,42602,10026380.7,245.7967998,256.4498521,261.5002529,818205000,Consumer Non-Durables,1137955000,12.2532,,23-Feb-22
ASALCBR,ASSO ALCOHOLS & BREW LTD,7586935682,437.4,4.04376784,-3.24079195,41101,17977577.4,447.972886,464.519193,487.5044271,4355393000,Consumer Non-Durables,869134000,7.60873,,23-Feb-22
UTTAMSUGAR,UTTAM SUGAR MILLS,7280567364,200.5,5.16653554,-5.93478771,194165,38930082.5,206.7934218,210.6626747,205.7171671,18185903000,Process Industries,2569300000,5.27725,,23-Feb-22
PITTIENG,PITTI ENGINEERING,7115115074,231.4,4.23423423,-7.40296118,151788,35123743.2,244.7719416,253.1223999,248.8508342,5109919000,Producer Manufacturing,1239856000,7.15689,,23-Feb-22
