Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
VESUVIUS,VESUVIUS INDIA,22287124552,1144,4.13253231,5.08910527,23452,26829088,1098.551269,1098.739068,1109.186653,7908400000,Non-Energy Minerals,1040400000,20.8631,,18-Feb-22
APARINDS,APAR INDUSTRY LTD,23967633560,652.7,4.13209955,3.61962216,131297,85697551.9,644.9446649,675.5332779,707.5002781,63747000000,Producer Manufacturing,4733100000,4.26742,,18-Feb-22
EXXARO,EXXARO TILES LTD,5514336852,128.7,4.04203719,1.09976434,210489,27089934.3,127.1384642,129.7966216,135.5465207,2542370000,Producer Manufacturing,,,,18-Feb-22
EDELWEISS,EDELWEISS FIN SERV,57623131105,63.35,3.93765381,1.11731844,2048481,129771271.4,63.8819126,65.79168813,69.11038269,81502240000,Finance,21205100000,5.52506,,18-Feb-22
HNDFDS,HINDUSTAN FOODS LTD,41436943274,2028,3.89078149,1.53453326,5686,11531208,1983.617905,1995.674148,1983.638537,13842172000,Distribution Services,1069840000,56.3516,,18-Feb-22
VISESHINFO,VISESH INFOTECNICS,3812180853,1.4,3.7037037,3.7037037,33102204,46343085.6,1.38094852,1.3635152,1.08508777,4147818,Technology Services,,,,18-Feb-22
THOMASCOOK,THOMAS COOK,24606823255,67.55,3.60429448,4.97280497,2001890,135227669.5,65.01905096,64.73621704,64.78704755,7950000000,Consumer Services,-2416360000,,,18-Feb-22
DISHTV,DISH TV INDIA LTD,28907687893,16.25,3.50318471,-2.69461078,2715409,44125396.25,16.08913166,16.39428549,17.0187019,32493600000,Consumer Services,17177400000,1.15467,,18-Feb-22
THERMAX,THERMAX,2.15166E+11,1867.55,3.41667359,0.44101433,228844,427377612.2,1881.535784,1914.817019,1868.788553,47373900000,Producer Manufacturing,4258100000,41.822,,18-Feb-22
PNBHOUSING,PNB HOUSING,73452948213,450.25,3.3869116,7.6123327,915437,412175509.3,429.9709129,438.0881257,468.1224677,76287900000,Finance,18834700000,7.29248,,18-Feb-22
FMGOETZE,FED MOGUL GOETZE,12720286109,234.75,3.34580674,-3.39506173,148679,34902395.25,233.9653417,234.2142476,236.2662283,11036151000,Producer Manufacturing,1774113000,10.8122,,18-Feb-22
VISHNU,VISHNU CHEMICALS L,15391251394,1345.2,3.29417185,13.59567641,28617,38495588.4,1233.024857,1175.220618,1050.474396,6736994000,Process Industries,1300574000,8.71316,,18-Feb-22
ADVANIHOTR,ADVANI HOTELS & RE,4316877639,96.45,3.26552463,19.96268657,1186359,114424325.6,87.7581693,85.59020403,82.3054026,273902025,Consumer Services,92596000,,,18-Feb-22
RAMCOIND,RAMCO INDUSTRIES,20110162275,238.65,3.17769131,-0.14644351,451716,107802023.4,239.2208737,244.8532326,253.7669862,12092285000,Non-Energy Minerals,2273300000,10.9408,,18-Feb-22
ORIENTHOT,ORIENTAL HOTELS,9349666912,53.85,3.06220096,-1.64383562,452335,24358239.75,54.11643925,54.16251525,50.32789609,1158802000,Consumer Services,176600000,,,18-Feb-22
