Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),,,Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
PARAGMILK,PARAG MILK FOODS,9096343961,99.65,4.29094715,-5.90179415,303992,30292802.8,102.8640713,106.7997519,112.8138711,121.3343332,18256120000,Consumer Non-Durables,1654470000,11.0333,,25-Feb-22,,,,,,,,,,,,,,,,,,
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,68288054337,644.25,4.27288177,-3.72113876,202410,130402642.5,657.9471188,670.7617943,691.1480654,656.5602472,20714860000,Producer Manufacturing,4218980000,11.9895,,25-Feb-22,,,,,,,,,,,,,,,,,,
TIRUMALCHM,THIRUMALAI CHEM,20779667612,211.15,4.27160494,-11.74503657,832146,175707627.9,226.999876,236.3247625,241.7555223,212.3675648,10843100000,Process Industries,4183200000,3.26386,,25-Feb-22,,,,,,,,,,,,,,,,,,
METROBRAND,METRO BRANDS LTD,1.42E+11,545.1,4.2654935,-1.67748918,275706,150287340.6,551.5188143,557.6012437,,,8000266000,Retail Trade,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
BALAMINES,BALAJI AMINES LTD,87923359414,2827.45,4.25892808,-5.93196374,84803,239776242.4,2910.709633,3035.65787,3211.335591,3110.070424,13083867676,Process Industries,5620059000,15.6938,,25-Feb-22,,,,,,,,,,,,,,,,,,
CHAMBLFERT,CHAMBAL FERTILISER,1.47E+11,368.65,4.25622172,-3.84715702,1376217,507342397,377.0593299,389.9826848,399.4557705,350.254556,54391700000,Process Industries,22347700000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
NAHARSPING,NAHAR SPINNING,17385279258,500.55,4.24867229,-7.02145444,29459,14745702.45,528.4543708,554.337464,558.1086656,429.404026,20871705000,Process Industries,7482872000,8.34721,,25-Feb-22,,,,,,,,,,,,,,,,,,
NURECA,NURECA LTD,13008227507,1355.35,4.22963048,-8.53662651,34146,46279781.1,1437.203913,1525.7571,1615.35723,1532.400435,2134540000,Health Technology,626170000,5.21902,,25-Feb-22,,,,,,,,,,,,,,,,,,
INFIBEAM,INFIBEAM AVENUES L,48886018289,38.2,4.22919509,-6.02706027,2372810,90641342,39.71714002,40.78885054,41.57655385,42.77652796,6760350000,Commercial Services,1373400000,42.3603,,25-Feb-22,,,,,,,,,,,,,,,,,,
TATAMETALI,TATA METALIKS,22036357178,727.45,4.2266638,-7.33121019,67800,49321110,757.9529631,785.4473426,831.0883852,911.505171,19166650000,Non-Energy Minerals,4642200000,6.78091,,25-Feb-22,,,,,,,,,,,,,,,,,,
ABB,ABB INDIA LTD,4.30E+11,2131.9,4.22135856,3.20722291,313838,669071232.2,2105.143818,2149.291073,2182.324641,1943.428164,69340000000,Producer Manufacturing,5811300000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
NIACL,THE NEW INDIA ASSU,1.88E+11,118.65,4.21607378,-9.77186312,178716,21204653.4,125.44234,130.023611,136.1982557,146.1538435,3.31E+11,Finance,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
NATCOPHARM,NATCO PHARMA LTD,1.40E+11,795.8,4.21004387,-8.63375431,765714,609355201.2,841.4271337,866.3666326,880.802895,899.81602,16931000000,Health Technology,3583000000,53.8955,,25-Feb-22,,,,,,,,,,,,,,,,,,
GSFC,GUJARAT STATE FER,46502327593,121.6,4.19880034,-6.38953041,1270192,154455347.2,124.1392544,125.7555364,125.4579304,116.2359175,54864750000,Process Industries,10470200000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
MIDHANI,MISHRA DHATU NIGAM,31875899233,177.55,4.19600939,1.08169656,163098,28958049.9,176.9000959,179.7468932,182.6697448,187.651895,8132308000,Non-Energy Minerals,2435250000,13.4449,,25-Feb-22,,,,,,,,,,,,,,,,,,
NAZARA,NAZARA TECHNOLOGIES LTD,55186961225,1763.15,4.19276681,-10.09611707,111423,196455462.5,1867.453993,1969.410856,2129.515923,2025.48318,4542070000,Technology Services,826260000,83.8381,,25-Feb-22,,,,,,,,,,,,,,,,,,
ITDC,INDIA TOURISM DEV,27712094164,336.9,4.19050564,-6.61122661,33547,11301984.3,351.2427094,362.0036385,371.3517096,370.3400377,1768681000,Consumer Services,57242000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
TI,TILAKNAGAR INDUSTR,10029395944,67.3,4.17956656,-7.17241379,220974,14871550.2,69.82873287,73.7311043,78.27529698,63.00607424,5473657000,Consumer Non-Durables,965728000,14.9669,,25-Feb-22,,,,,,,,,,,,,,,,,,
VMART,V-MART RETAIL LTD,65263568577,3444.2,4.15664928,-1.48169336,6316,21753567.2,3466.758374,3551.56851,3666.50436,3488.18175,10754606000,Retail Trade,1875627000,38.6894,,25-Feb-22,,,,,,,,,,,,,,,,,,
UNIONBANK,UNION BK OF INDIA,2.63E+11,40.1,4.15584416,-7.49711649,15186552,608980735.2,42.20045925,43.57246095,44.50493304,41.55916189,8.32E+11,Finance,,,-34976600000,25-Feb-22,,,,,,,,,,,,,,,,,,
IOB,INDIAN OVERSEAS BK,3.18E+11,17.55,4.15430267,-8.59375,7314237,128364859.4,18.61240916,19.34392945,20.14260731,19.83586581,2.25E+11,Finance,,,1.54E+11,25-Feb-22,,,,,,,,,,,,,,,,,,
LINCOLN,LINCOLN PHARMA LTD,5775000000,300.35,4.14355062,-4.43843462,58188,17476765.8,308.9109389,321.9093056,337.9211264,330.780032,4152125000,Health Technology,932789000,4.47151,,25-Feb-22,,,,,,,,,,,,,,,,,,
SUNTV,SUN TV NETWORK LTD,1.69E+11,444.9,4.14325843,-8.35307447,982793,437244605.7,469.8999955,484.0850697,499.6486559,510.7258395,31768900000,Consumer Services,23015000000,7.16286,,25-Feb-22,,,,,,,,,,,,,,,,,,
DLINKINDIA,D-LINK (INDIA)LTD,4690190701,137.4,4.13035241,-7.53701211,189354,26017239.6,144.3190586,150.3076488,154.7981506,142.8770818,7261726000,Electronic Technology,543704000,6.25709,,25-Feb-22,,,,,,,,,,,,,,,,,,
SIS,SIS LTD,65871103186,466.8,4.12670087,-6.53719091,150082,70058277.6,486.7028423,496.036958,491.4315765,467.5589778,91273040000,Commercial Services,4974370000,11.7198,,25-Feb-22,,,,,,,,,,,,,,,,,,
3MINDIA,3M INDIA LTD,2.31E+11,21415.1,4.11752122,-1.04133694,2490,53323599,21839.60964,22678.52238,23840.1525,24469.03908,26048314000,Producer Manufacturing,3379226000,121.657,,25-Feb-22,,,,,,,,,,,,,,,,,,
NIITLTD,NIIT,53477866150,416,4.11713177,-5.10948905,621907,258713312,426.3114338,431.1020005,429.2462766,352.8149581,9494940000,Commercial Services,2943700000,3.71434,,25-Feb-22,,,,,,,,,,,,,,,,,,
BLUESTARCO,BLUE STAR,97609311527,1057.05,4.08645562,0.7962239,98462,104079257.1,1046.15468,1030.710791,1007.207276,926.9059389,42441100000,Producer Manufacturing,3053300000,39.8306,,25-Feb-22,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,SHAKTI PUMPS INDIA,8944702593,505.3,4.0568369,-13.29043329,74698,37744899.4,538.1033591,560.2887986,593.1443737,614.5569863,9257640000,Producer Manufacturing,1241394000,7.21087,,25-Feb-22,,,,,,,,,,,,,,,,,,
SHREYAS,SHREYAS SHIP & LO,6203002501,294.05,4.05166313,-6.54695694,42200,12408910,297.2501654,290.6538385,278.6620968,248.379896,5599800000,Transportation,1744100000,5.3812,,25-Feb-22,,,,,,,,,,,,,,,,,,
SCHAEFFLER,SCHAEFFLER INDIA L,2.71E+11,1802.15,4.05023095,-2.28806897,64887,116936107.1,1779.577795,1775.905916,1749.037202,1493.902317,55605100000,Producer Manufacturing,9715400000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
JKPAPER,JK PAPER LTD,34752889786,213.35,4.04779322,-10.11164946,739344,157739042.4,221.9797157,224.1693697,221.9930363,208.0040856,27311700000,Process Industries,8897200000,8.60669,,25-Feb-22,,,,,,,,,,,,,,,,,,
HSCL,HIMADRI SPECIALITY,21828089980,54.15,4.03458213,-2.60791367,5814191,314838442.7,55.58748895,56.59601853,54.71129622,51.2525266,16793112000,Process Industries,1542900000,16.3474,,25-Feb-22,,,,,,,,,,,,,,,,,,
ALKEM,ALKEM LAB LTD,3.80E+11,3299.4,4.0344322,-0.78036898,121298,400210621.2,3315.445461,3378.12885,3460.86293,3422.99917,88227200000,Health Technology,20067900000,16.946,,25-Feb-22,,,,,,,,,,,,,,,,,,
EVEREADY,EVEREADY INDUSTRIE,23725122359,340.65,4.03114979,-5.29608007,841839,286772455.3,333.1121159,320.7046439,313.8983466,309.3296585,12400723000,Producer Manufacturing,1972211000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
ROLEXRINGS,ROLEX RINGS LTD,31641023587,1208.05,4.03013994,-0.99168135,19727,23831202.35,1219.033154,1232.345105,1221.508141,,6068400000,Producer Manufacturing,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
RIIL,RELIANCE IND INFRA,10086045439,694.15,4.02367751,-13.71123128,605136,420055154.4,760.8584026,805.4931588,832.2161087,719.9365605,543140000,Industrial Services,42590000,90.4451,,25-Feb-22,,,,,,,,,,,,,,,,,,
EIDPARRY,E.I.D.-PARRY(INDIA,71797200302,421.2,4,2.46928597,528041,222410869.2,422.5347389,438.5260587,455.9657383,434.2720845,1.51E+11,Process Industries,20962800000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
20MICRONS,20 MICRONS LTD,2401246626,70.3,3.99408284,-8.93782383,196731,13830189.3,74.8592833,78.64213552,77.57486347,64.24506359,4834798000,Process Industries,734301000,3.62097,,25-Feb-22,,,,,,,,,,,,,,,,,,
PRIVISCL,PRIVI SPECIALITY CHE LTD,68986687091,1837.9,3.99185221,-4.0135788,12553,23071158.7,1854.686715,1900.715286,1914.02011,1620.140396,12695777000,Process Industries,2188458000,18.6568,,25-Feb-22,,,,,,,,,,,,,,,,,,
UCOBANK,UCO BANK,1.35E+11,11.75,3.98230088,-6.74603175,5428800,63788400,12.2788225,12.62221483,12.97993694,13.26764121,1.82E+11,Finance,,,47858200000,25-Feb-22,,,,,,,,,,,,,,,,,,
BAJAJCON,BAJAJ CONSUMER,22839217394,160.9,3.97415186,-6.94042799,448887,72225918.3,166.0810403,171.697365,183.4273922,217.4774496,9070435000,Consumer Non-Durables,2008630000,13.8632,,25-Feb-22,,,,,,,,,,,,,,,,,,
WELCORP,WELSPUN CORP LTD,35932731839,142.65,3.97230321,-8.46968239,635399,90639667.35,151.9180913,161.1843448,167.5659292,152.9257766,63373030000,Producer Manufacturing,6623400000,4.56086,,25-Feb-22,,,,,,,,,,,,,,,,,,
GEOJITFSL,GEOJIT FINANCIAL S,15068730466,65.6,3.96196513,-7.9943899,316767,20779915.2,69.48587751,72.80629673,75.61848546,73.53052071,4249108000,Finance,2283299000,2.9171,,25-Feb-22,,,,,,,,,,,,,,,,,,
GPIL,GODAWARI POWER,40148177504,295.3,3.94227385,-1.74679754,314733,92940654.9,303.9240676,304.3457078,296.213156,277.4207829,40719185000,Non-Energy Minerals,19919300000,2.78675,,25-Feb-22,,,,,,,,,,,,,,,,,,
IIFL,IIFL FINANCE LTD,1.10E+11,299.95,3.93277893,-6.06013154,772597,231740470.2,308.1550197,313.4040986,312.0958253,285.9817167,58401970000,Miscellaneous,15546597000,9.4172,3.86E+11,25-Feb-22,,,,,,,,,,,,,,,,,,
KRBL,KRBL LTD,44041450338,194.9,3.91895495,-0.66258919,357400,69657260,199.5172896,210.612945,228.9897357,246.2900836,39914300000,Process Industries,7086100000,5.26719,,25-Feb-22,,,,,,,,,,,,,,,,,,
ROSSARI,ROSSARI BIOTECH LTD,51651148970,975.75,3.91373802,-6.11920912,55494,54148270.5,1023.248095,1083.354476,1179.527944,1229.091364,7091230000,Process Industries,1629810000,42.5681,,25-Feb-22,,,,,,,,,,,,,,,,,,
HINDZINC,HINDUSTAN ZINC,1.26E+12,310.35,3.90023435,-2.1749409,378004,117313541.4,312.5995179,316.5281126,321.2581581,316.7118354,2.17E+11,Non-Energy Minerals,1.51E+11,9.2043,,25-Feb-22,,,,,,,,,,,,,,,,,,
HERANBA,HERANBA INDUSTRIES LTD,23025751625,598.05,3.88223033,-7.02681695,73472,43939929.6,620.8989663,644.5265712,669.2954032,710.5691296,12186470000,Process Industries,2549190000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
NETWORK18,NETWORK 18 MEDIA,78311759103,77.65,3.87959866,-6.55836342,830683,64502534.95,80.85454396,83.10808927,84.44318727,70.07420171,47051100000,Consumer Services,10920100000,11.3422,,25-Feb-22,,,,,,,,,,,,,,,,,,
COSMOFILMS,COSMO FILMS LTD,27051901964,1545.55,3.87458835,-6.22800631,67051,103630673.1,1590.243082,1627.744165,1604.767871,1331.434851,22518900000,Process Industries,5366500000,4.43207,,25-Feb-22,,,,,,,,,,,,,,,,,,
SASKEN,SASKEN TECHNOLOGIE,12730026420,880.15,3.8708916,-3.1525088,13840,12181276,906.605293,960.1774651,1070.355853,1126.817171,4448352000,Technology Services,1340781000,8.87981,,25-Feb-22,,,,,,,,,,,,,,,,,,
ADANITRANS,ADANI TRANSMISS.IN,2.15E+12,2032.85,3.85990906,3.81747612,109214,222015679.9,1985.939197,1978.015274,1933.638806,1589.242817,98739300000,Utilities,40882900000,32.5342,,25-Feb-22,,,,,,,,,,,,,,,,,,
DATAPATTNS,DATA PATTERNS INDIA LTD,30343312337,607.9,3.852396,-6.34725004,164327,99894383.3,633.6157965,665.3256822,,,2239500000,Electronic Technology,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
FSL,FIRSTSOURCE SOLUTI,83743443724,125.7,3.84138786,-1.29564193,4675366,587693506.2,129.9421644,138.7553806,154.5733679,161.8891599,50779800000,Commercial Services,9492790000,10.6819,1.35E+11,25-Feb-22,,,,,,,,,,,,,,,,,,
INTELLECT,INTELLECT DESIGN A,83576689235,644.9,3.84027051,-5.32188211,361291,232996565.9,664.3874967,685.0863455,700.8215583,661.7861139,14974590000,Finance,4513870000,26.9775,,25-Feb-22,,,,,,,,,,,,,,,,,,
BOSCHLTD,BOSCH LTD,4.43E+11,15593.3,3.84007085,-1.65678607,21886,341274963.8,15793.85258,16040.79024,16390.43715,15932.54063,95651000000,Producer Manufacturing,16405500000,35.6093,,25-Feb-22,,,,,,,,,,,,,,,,,,
BALMLAWRIE,BALMER LAWRIE,19391836308,117.65,3.83936452,-7.79780564,224063,26361011.95,120.8476012,123.1096741,124.7102027,126.3813234,15256248000,Producer Manufacturing,1948531000,11.3725,,25-Feb-22,,,,,,,,,,,,,,,,,,
LUMAXTECH,LUMAX AUTO TECHNOL,10860929845,165.35,3.83045526,-7.67727527,207719,34346336.65,174.1688871,178.8169649,175.7493687,156.2944954,11079285000,Producer Manufacturing,1486733000,10.8806,,25-Feb-22,,,,,,,,,,,,,,,,,,
RUCHI,RUCHI SOYA INDUSTRIES LTD,2.25E+11,787.95,3.81422925,-8.4417848,39237,30916794.15,815.232425,828.1899159,856.214839,900.8111332,1.63E+11,Process Industries,13305043000,20.9108,,25-Feb-22,,,,,,,,,,,,,,,,,,
GREENPLY,GREENPLY INDUSTRIE,20307096201,171.65,3.81009979,-9.58651567,318985,54753775.25,182.9788813,190.6070342,199.2742303,193.1604174,11653444000,Producer Manufacturing,1512100000,17.6586,,25-Feb-22,,,,,,,,,,,,,,,,,,
REPCOHOME,REPCO HOME FIN LTD,11742766969,194.95,3.80724175,-16.13250161,182067,35493961.65,219.120661,235.08463,255.0041665,284.5227589,13922300000,Finance,5047100000,9.17917,,25-Feb-22,,,,,,,,,,,,,,,,,,
HIKAL,HIKAL LTD,44190988310,372.95,3.79905372,-3.6802686,233999,87269927.05,383.8458006,400.9397323,440.8419915,455.1386031,17095970000,Process Industries,3888300000,7.44375,,25-Feb-22,,,,,,,,,,,,,,,,,,
SPIC,SOUTHERN PETROCHEM,10792938568,55,3.77358491,-9.16597853,892988,49114340,55.66725135,55.28309216,54.33444863,49.00569495,3269361000,Process Industries,2032693000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
TCPLPACK,TCPL PACKAGING LTD,6149780147,701.4,3.76507138,-2.42748835,44507,31217209.8,680.2219357,641.6200227,588.4272545,523.1862684,8915808000,Commercial Services,1430952000,6.05307,,25-Feb-22,,,,,,,,,,,,,,,,,,
INGERRAND,INGERSOLL RAND,40272877012,1321.5,3.76506615,-6.55163879,10993,14527249.5,1365.376888,1377.097957,1335.363002,1124.725125,6127335000,Producer Manufacturing,1513000000,17.8161,,25-Feb-22,,,,,,,,,,,,,,,,,,
SOTL,SAVITA OIL TECHNOL,13256223460,995.05,3.76453413,-6.97859213,17202,17116850.1,1035.250986,1076.266731,1134.042703,1211.720237,18988994000,Process Industries,3897542000,4.44581,,25-Feb-22,,,,,,,,,,,,,,,,,,
RKFORGE,RAMKRISHNA FORGINS,24575021668,792.45,3.75098193,-11.69489637,123918,98198819.1,849.1258837,884.979727,927.5693416,874.1189073,12562208000,Producer Manufacturing,4741678000,14.6447,,25-Feb-22,,,,,,,,,,,,,,,,,,
TATACOMM,TATA COMMUNICATION,3.24E+11,1177.35,3.74955939,-4.79906202,339236,399399504.6,1215.634689,1254.892295,1312.755059,1292.033023,1.71E+11,Communications,41965700000,9.24297,,25-Feb-22,,,,,,,,,,,,,,,,,,
BECTORFOOD,MRS BECTORS FOOD SPE LTD,17471090942,308.8,3.72858582,-8.23179792,122064,37693363.2,324.4724976,338.9200815,359.6627625,387.1956157,8615930000,Consumer Non-Durables,1262810000,16.0384,,25-Feb-22,,,,,,,,,,,,,,,,,,
AGSTRA,AGS TRANSACT TECH LTD,11804500000,101.55,3.72829418,-18.23671498,369707,37543745.85,116.1106478,136.6275,,,,Commercial Services,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
DREDGECORP,DREDGING CORP IND,8358000000,309.7,3.68262471,-8.58913813,71029,21997681.3,324.2169845,330.8263387,333.0505133,341.6787726,7637640000,Transportation,47033000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
ASAHIINDIA,ASAHI INDIA GLASS,1.11E+11,470.8,3.67760405,-7.43216673,141023,66393628.4,491.9035272,511.7428705,513.5145649,429.518689,24212100000,Process Industries,7024200000,20.4953,,25-Feb-22,,,,,,,,,,,,,,,,,,
RUPA,RUPA & CO LTD,35308904205,461.15,3.67580935,-2.10168772,533489,246018452.4,468.1060421,479.319399,477.3840594,436.5985114,13113122000,Consumer Non-Durables,2849385000,9.62335,,25-Feb-22,,,,,,,,,,,,,,,,,,
AURUM,AURUM PROPTECH LTD,3155004618,114.35,3.67180417,-10.45418951,256158,29291667.3,120.8049438,128.1288933,137.2194246,,95100000,Technology Services,-212300000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
GATI,GATI LTD,17627607154,148.45,3.66620112,-6.1630847,996425,147919291.3,158.1399127,169.5833305,177.6483352,155.4102732,13142400000,Transportation,384000000,272.242,,25-Feb-22,,,,,,,,,,,,,,,,,,
EMAMILTD,EMAMI LTD,2.11E+11,491.45,3.6486344,-2.12109142,96021,47189520.45,490.5770721,493.4403398,503.0306246,514.1599704,28805265000,Consumer Non-Durables,9512300000,23.8998,,25-Feb-22,,,,,,,,,,,,,,,,,,
NH,NARAYANA HRUDAYALA,1.29E+11,654.35,3.64298725,-0.34267438,132254,86540404.9,645.7986637,644.4581117,628.4159784,549.9945137,25823460000,Health Services,6189570000,44.6242,,25-Feb-22,,,,,,,,,,,,,,,,,,
GESHIP,GREAT EASTERN SHI,45412645935,320.15,3.64195533,0.99369085,367014,117499532.1,315.2706603,314.8622199,313.4136377,321.3623484,33365500000,Transportation,12795900000,3.68782,,25-Feb-22,,,,,,,,,,,,,,,,,,
PIIND,PI INDUSTRIES,3.63E+11,2478,3.62780972,-4.23188406,143366,355260948,2515.845813,2554.346555,2671.533586,2777.18351,45334000000,Process Industries,10648000000,31.5609,,25-Feb-22,,,,,,,,,,,,,,,,,,
CONCOR,CONTAINER CORP,3.41E+11,578.6,3.62675741,-2.52695418,772903,447201675.8,587.7208535,602.7263567,622.4531912,627.8085546,64077000000,Transportation,15271200000,34.5953,,25-Feb-22,,,,,,,,,,,,,,,,,,
ENGINERSIN,ENGINEERS INDIA,32738967377,60.35,3.60515021,-7.08237105,916882,55333828.7,63.10205588,65.33276844,67.99593934,72.15844094,31441694000,Industrial Services,4056152000,8.98666,,25-Feb-22,,,,,,,,,,,,,,,,,,
GOODYEAR,GOODYEAR(INDIA),20103614190,901.85,3.58947852,-0.721048,12470,11246069.5,904.5833799,921.9913343,950.3567179,981.630715,17917100000,Consumer Durables,2059700000,6.65615,,25-Feb-22,,,,,,,,,,,,,,,,,,
ABBOTINDIA,ABBOTT INDIA LTD,3.57E+11,17379.8,3.58930956,6.10929139,26214,455594077.2,16762.88565,16716.94543,17293.1167,17892.61567,43097100000,Health Technology,9994300000,31.5508,,25-Feb-22,,,,,,,,,,,,,,,,,,
MHRIL,MAHINDRA HOLIDAYS,40546875998,209.6,3.58290091,-0.04768717,229653,48135268.8,209.007226,207.7582739,207.1924263,200.0431918,16526862000,Consumer Services,2715471000,25.924,,25-Feb-22,,,,,,,,,,,,,,,,,,
SURYAROSNI,SURYA ROSHNI,21910495907,420.05,3.54985825,-6.8005325,196762,82649878.1,440.0400967,459.6249354,507.1741496,528.9666983,55430900000,Producer Manufacturing,4106800000,7.18621,,25-Feb-22,,,,,,,,,,,,,,,,,,
GOKEX,GOKALDAS EXPORTS L,19508595633,342.8,3.54931279,-4.63207678,197813,67810296.4,355.2658286,363.988585,349.7522447,253.54663,11635993000,Process Industries,1411983000,13.9502,,25-Feb-22,,,,,,,,,,,,,,,,,,
TCI,TRANSPORT CORP OF,44791102161,601.3,3.54744274,-3.89195237,66663,40084461.9,615.3264323,647.8569049,680.8323375,563.6057334,28023886000,Transportation,3780700000,8.34253,,25-Feb-22,,,,,,,,,,,,,,,,,,
GSPL,GUJARAT STATE PETR,1.52E+11,279.2,3.54162804,-3.00503735,806506,225176475.2,285.3944162,292.0026078,300.0406107,300.5094127,1.15E+11,Utilities,33913203000,5.26306,,25-Feb-22,,,,,,,,,,,,,,,,,,
IPCALAB,IPCA LABORATORIES,2.38E+11,969.85,3.53349346,-1.02056437,468020,453909197,969.7024062,988.3785983,1018.996276,1057.288308,53742200000,Health Technology,13188400000,15.5512,,25-Feb-22,,,,,,,,,,,,,,,,,,
QUICKHEAL,QUICK HEAL TECHNOL,9991637408,179.15,3.52499278,-8.50357508,125076,22407365.4,189.7234563,198.5043682,211.8935942,219.3535166,3330440000,Technology Services,1257670000,5.06707,11221800000,25-Feb-22,,,,,,,,,,,,,,,,,,
RALLIS,RALLIS INDIA LTD,44397247571,236.45,3.52451839,-4.38738374,279922,66187556.9,241.1082317,247.3344654,257.0454946,273.6571448,24294350000,Process Industries,2946200000,13.9289,,25-Feb-22,,,,,,,,,,,,,,,,,,
GEPIL,GE POWER INDIA LTD,9949665619,153.2,3.51351351,-8.97207368,116143,17793107.6,166.7831789,187.1140095,218.4451168,272.8792299,33430200000,Industrial Services,-412100000,12.9669,,25-Feb-22,,,,,,,,,,,,,,,,,,
PFS,PTC INDIA FINANCIA,10083848083,16.25,3.50318471,-6.6091954,853627,13871438.75,17.02090662,17.8105202,18.73448159,19.04657802,11231095000,Finance,3223265000,8.73776,80985400000,25-Feb-22,,,,,,,,,,,,,,,,,,
AVADHSUGAR,AVADH SUGAR ENERGY,10339513551,534,3.49840101,-6.27468188,177688,94885392,557.244488,573.9833764,555.0069156,450.9169342,26518605000,Process Industries,3249298000,8.49158,,25-Feb-22,,,,,,,,,,,,,,,,,,
ASIANTILES,ASIAN GRANITO INDI,5521934034,100.6,3.49794239,-9.32852636,444620,44728772,107.0157575,112.3550626,121.8065688,151.5953488,12866930000,Producer Manufacturing,1368376000,5.93638,,25-Feb-22,,,,,,,,,,,,,,,,,,
FINOPB,FINO PAYMENTS BANK LTD,20695396669,257.5,3.49678457,-17.29564798,127380,32800350,294.7097806,325.5905566,367.2729356,,7916640000,Finance,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
EIHOTEL,EIH LTD,78295595528,129.65,3.471668,-6.99426112,206476,26769613.4,133.0025806,134.6893193,134.2289518,123.5839712,4970800000,Consumer Services,-498300000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
VRLLOG,VRL LOGISTICS LTD,37560306217,431.35,3.46605901,-9.51332075,303178,130775830.3,457.0478812,468.3966486,465.9734234,389.6464389,17629224000,Transportation,3740242000,9.73009,,25-Feb-22,,,,,,,,,,,,,,,,,,
FORTIS,FORTIS HLTH (INDIA,1.75E+11,241.35,3.45049293,-7.58184951,1002183,241876867.1,250.8876557,258.2828859,267.7485991,253.7028406,39796279000,Health Services,10438100000,42.3701,,25-Feb-22,,,,,,,,,,,,,,,,,,
WOCKPHARMA,WOCKHARDT,36450558538,340.45,3.44879976,-8.79989285,597943,203569694.4,367.3343898,380.0148858,398.7622676,439.6609373,26992100000,Health Technology,2503800000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
INDIANB,INDIAN BANK,1.70E+11,141.35,3.43944383,-7.03715883,3555253,502535011.5,146.9554874,149.0580571,149.2574459,140.4975443,4.56E+11,Finance,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
CUMMINSIND,CUMMINS INDIA,2.57E+11,959.6,3.43861162,-1.55929421,491736,471869865.6,953.4302433,949.5744402,943.2734197,895.021271,43442600000,Producer Manufacturing,8493100000,40.3886,,25-Feb-22,,,,,,,,,,,,,,,,,,
MEDPLUS,MEDPLUS HEALTH SERV LTD,1.15E+11,1000.4,3.41120529,-2.45709828,190163,190239065.2,1024.314717,1060.701617,,,30692690000,Retail Trade,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
BAYERCROP,BAYER CROPSCIENCE,1.93E+11,4438.25,3.40147941,-0.63471097,16250,72121562.5,4446.809862,4580.831262,4757.343822,5055.325397,42590000000,Process Industries,6931000000,27.5078,,25-Feb-22,,,,,,,,,,,,,,,,,,
GICRE,GENERAL INSURANCE,1.95E+11,114.65,3.38142471,-11.26160991,424653,48686466.45,123.5972886,128.8518993,134.5694553,149.494605,4.88E+11,Finance,,,2.47E+11,25-Feb-22,,,,,,,,,,,,,,,,,,
SCI,SHIPPING CP INDIA,46975829572,104.15,3.37468983,-10.83047945,1741540,181381391,112.6139507,118.1137848,125.8374666,120.8306078,36947800000,Transportation,14364900000,6.69955,,25-Feb-22,,,,,,,,,,,,,,,,,,
COROMANDEL,COROMANDEL INTL,2.15E+11,758.55,3.36581045,-5.61189573,335928,254818184.4,777.7207369,782.3393398,780.2859324,788.1245008,1.08E+11,Process Industries,20320900000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
RSYSTEMS,R SYSTEMS INTERNAT,25216378347,221.2,3.36448598,-16.70118622,165299,36564138.8,239.9678785,260.4727865,278.9697657,234.323531,11556390000,Technology Services,1606440000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
CENTURYPLY,CENTURYPLY LTD,1.29E+11,604.1,3.36213534,0.73370018,164645,99462044.5,601.5032404,607.8556063,609.7269478,516.0869504,21209776000,Producer Manufacturing,4959710000,20.5953,,25-Feb-22,,,,,,,,,,,,,,,,,,
