Company Name,CD_NSE Symbol,CD_BSE Code,CD_Is Subsidiary,CD_Sector,CD_Industry1
Starlog Enterprises Ltd.,ABGHEAVY,520155,N,Miscellaneous,Miscellaneous
AB Infrabuild Ltd.,ABINFRA,,N,Infrastructure,Engineering - Construction
ABM International Ltd.,ABMINTLLTD,,N,Trading,Trading
Aditya Birla Sun Life AMC Ltd.,ABSLAMC,543374,Y,Finance,Finance - Asset Management
ACC Ltd.,ACC,500410,N,Construction Materials,Cement & Construction Materials
Accelya Solutions India Ltd.,ACCELYA,532268,N,IT,IT - Software
Accord Synergy Ltd.,ACCORD,,N,Telecom,Telecommunication - Service  Provider
Accuracy Shipping Ltd.,ACCURACY,,N,Logistics,Logistics
Action Construction Equipment Ltd.,ACE,532762,N,Capital Goods,Engineering - Industrial Equipments
ACE Integrated Solutions Ltd.,ACEINTEG,,N,IT,BPO/ITeS
Archean Chemical Industries Ltd.,ACI,543657,N,Chemicals,Chemicals
Andhra Cements Ltd.,ACL,532141,N,Construction Materials,Cement & Construction Materials
Arvind and Company Shipping Agencies Ltd,ACSAL,,,,
Adani Energy Solutions,ADANIENSOL,539254,Y,Power,Power Generation/Distribution
Adani Enterprises Ltd.,ADANIENT,512599,N,Trading,Trading
Adani Green Energy Ltd.,ADANIGREEN,541450,N,Power,Power Generation/Distribution
Adani Ports and Special Economic Zone Ltd.,ADANIPORTS,532921,Y,Logistics,Port
Adani Power Ltd.,ADANIPOWER,533096,Y,Power,Power Generation/Distribution
ADF Foods Ltd.,ADFFOODS,519183,N,FMCG,Consumer Food
Aditya Spinners Ltd.,ADITYASPIN,521141,N,Textile,Textile - Spinning
Archidply Decor Ltd.,ADL,543231,N,Construction Materials,Wood & Wood Products
Ador Welding Ltd.,ADORWELD,517041,N,Capital Goods,Electrodes & Welding Equipment
Adroit Infotech Ltd.,ADROITINFO,532172,N,IT,IT - Software
Allied Digital Services Ltd.,ADSL,532875,N,IT,IT - Software
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,523269,N,Hospitality,"Hotel, Resort & Restaurants"
Advanced Enzyme Technologies Ltd.,ADVENZYMES,540025,N,Healthcare,Pharmaceuticals & Drugs
Aegis Logistics Ltd.,AEGISCHEM,500003,N,Logistics,Logistics
Aeroflex Industries Limited,AEROFLEX,543972,,,
Aether Industries Ltd.,AETHER,543534,N,Chemicals,Chemicals
Affle (India) Ltd.,AFFLE,542752,N,IT,BPO/ITeS
Agarwal Industrial Corporation Ltd.,AGARIND,531921,N,Trading,Trading
Agarwal Float Glass India Ltd.,AGARWALFT,,N,Trading,Trading
AGI Greenpac Ltd.,AGI,500187,N,FMCG,Packaging
Agni Green Power Ltd.,AGNI,,N,Infrastructure,Engineering - Construction
Agri-Tech (India) Ltd.,AGRITECH,537292,N,Agri,Agriculture
Agro Phos India Ltd.,AGROPHOS,,N,Chemicals,Fertilizers
AGS Transact Technologies Ltd.,AGSTRA,543451,N,Miscellaneous,Miscellaneous
AG Universal Ltd.,AGUL,,N,Trading,Trading
Ahimsa Industries Ltd.,AHIMSA,,N,Plastic Products,Plastic Products
Abans Holdings Ltd.,AHL,543712,N,Finance,Finance - NBFC
Ahlada Engineers Ltd.,AHLADA,,N,Capital Goods,Engineering
Asian Hotels (East) Ltd.,AHLEAST,533227,N,Hospitality,"Hotel, Resort & Restaurants"
Ahluwalia Contracts (India) Ltd.,AHLUCONT,532811,N,Realty,Construction - Real Estate
AIA Engineering Ltd.,AIAENG,532683,N,Automobile & Ancillaries,Castings/Forgings
AI Champdany Industries Ltd.,AICHAMP,532806,N,Textile,Textile - Weaving
Abhishek Integrations Ltd.,AILIMITED,,N,Miscellaneous,Miscellaneous
Aimco Pesticides Ltd.,AIMCOPEST,524288,N,Chemicals,Pesticides & Agrochemicals
Airan Ltd.,AIRAN,543811,N,IT,IT - Software
Airo Lam Ltd.,AIROLAM,,N,Construction Materials,Laminates/Decoratives
ANI Integrated Services Ltd.,AISL,,N,Capital Goods,Engineering
Ajanta Pharma Ltd.,AJANTPHARM,532331,N,Healthcare,Pharmaceuticals & Drugs
Ajmera Realty & Infra India Ltd.,AJMERA,513349,N,Realty,Construction - Real Estate
Ajooni Biotech Ltd.,AJOONI,,N,Miscellaneous,Miscellaneous
AJR Infra and Tolling Ltd.,AJRINFRA,532959,Y,Infrastructure,Engineering - Construction
Akash Infra-Projects Ltd.,AKASH,,N,Infrastructure,Engineering - Construction
AKG Exim Ltd.,AKG,,N,Trading,Trading
AKI India Ltd.,AKI,542020,N,FMCG,Leather
Akshar Spintex Ltd.,AKSHAR,541303,N,Textile,Textile
Aksharchem (India) Ltd.,AKSHARCHEM,524598,N,Chemicals,Dyes & Pigments
Aksh Optifibre Ltd.,AKSHOPTFBR,532351,N,Electricals,Cable
Akzo Nobel India Ltd.,AKZOINDIA,500710,N,Chemicals,Paints
Alankit Ltd.,ALANKIT,531082,N,Finance,Finance - Stock Broking
Albert David Ltd.,ALBERTDAVD,524075,N,Healthcare,Pharmaceuticals & Drugs
Alembic Ltd.,ALEMBICLTD,506235,N,Healthcare,Pharmaceuticals & Drugs
Alfred Herbert (India) Ltd.,ALFREDHERB,505216,N,Finance,Finance - NBFC
Alicon Castalloy Ltd.,ALICON,531147,N,Automobile & Ancillaries,Castings/Forgings
Alkali Metals Ltd.,ALKALI,533029,N,Chemicals,Chemicals
Alkem Laboratories Ltd.,ALKEM,539523,N,Healthcare,Pharmaceuticals & Drugs
Alkyl Amines Chemicals Ltd.,ALKYLAMINE,506767,N,Chemicals,Chemicals
Allcargo Logistics Ltd.,ALLCARGO,532749,N,Logistics,Logistics
All E Technologies Ltd.,ALLETEC,,N,IT,IT - Software
Allsec Technologies Ltd.,ALLSEC,532633,N,IT,BPO/ITeS
Almondz Global Securities Ltd.,ALMONDZ,531400,Y,Finance,Finance - Stock Broking
Alok Industries Ltd.,ALOKINDS,521070,N,Textile,Textile
Alpa Laboratories Ltd.,ALPA,532878,N,Healthcare,Pharmaceuticals & Drugs
Alphageo (India) Ltd.,ALPHAGEO,526397,N,Capital Goods,Engineering
Alpine Housing Development Corporation Ltd.,ALPINEHOU,526519,N,Realty,Construction - Real Estate
Alps Industries Ltd.,ALPSINDUS,530715,N,Textile,Textile
Amara Raja Batteries Ltd.,ARE&M,500008,N,Automobile & Ancillaries,Batteries
Amarjothi Spinning Mills Ltd.,AMARJOTHI,521097,N,Textile,Textile - Spinning
Ambani Organics Ltd.,AMBANIORG,,N,Chemicals,Chemicals
Ambalal Sarabhai Enterprises Ltd.,AMBASARABH,500009,N,Healthcare,Pharmaceuticals & Drugs
Amber Enterprises India Ltd.,AMBER,540902,N,Consumer Durables,Air Conditioners
Ambica Agarbathies & Aroma Industries Ltd.,AMBICAAGAR,532335,N,FMCG,Household & Personal Products
Ambika Cotton Mills Ltd.,AMBIKCO,531978,N,Textile,Textile - Spinning
Ambuja Cements Ltd.,AMBUJACEM,500425,N,Construction Materials,Cement & Construction Materials
AMD Industries Ltd.,AMDIND,532828,N,Plastic Products,Plastic Products
Ameya Precision Engineers Ltd.,AMEYA,,N,Capital Goods,Engineering
Amforge Industries Ltd.,AMFORGEIND,513117,N,Trading,Trading
Amiable Logistics (India) Ltd.,AMIABLE,,N,Logistics,Logistics
AMI Organics Ltd.,AMIORG,543349,N,Healthcare,Pharmaceuticals & Drugs
AMJ Land Holdings Ltd.,AMJLAND,500343,N,Realty,Construction - Real Estate
A And M Jumbo Bags Ltd.,AMJUMBO,,N,Plastic Products,Plastic Products
Amrutanjan Health Care Ltd.,AMRUTANJAN,590006,N,Healthcare,Pharmaceuticals & Drugs
Advance Metering Technology Ltd.,AMTL,534612,N,Capital Goods,Engineering - Industrial Equipments
Anand Rathi Wealth Ltd.,ANANDRATHI,543415,N,Finance,Finance - Others
Anant Raj Ltd.,ANANTRAJ,515055,N,Realty,Construction - Real Estate
Andhra Paper Ltd.,ANDHRAPAP,502330,N,Paper,Paper & Paper Products
Andhra Petrochemicals Ltd.,ANDHRAPET,500012,N,Chemicals,Chemicals
The Andhra Sugars Ltd.,ANDHRSUGAR,590062,N,Chemicals,Chemicals
Andrew Yule & Company Ltd.,ANDREWYU,526173,N,Agri,Tea/Coffee
Angel One Ltd.,ANGELONE,543235,N,Finance,Finance - Stock Broking
Anik Industries Ltd.,ANIKINDS,519383,N,FMCG,Consumer Food
Ankit Metal & Power Ltd.,ANKITMETAL,532870,N,Iron & Steel,Steel & Iron Products
Anlon Technology Solution Ltd.,ANLON,,N,Capital Goods,Engineering
Anmol India Ltd.,ANMOL,542437,N,Trading,Trading
Annapurna Swadisht Ltd.,ANNAPURNA,,N,FMCG,Consumer Food
Ansal Properties & Infrastructure Ltd.,ANSALAPI,500013,N,Realty,Construction - Real Estate
Ansal Housing Ltd.,ANSALHSG,507828,N,Realty,Construction - Real Estate
Antarctica Ltd.,ANTGRAPHIC,526715,N,Media & Entertainment,Printing And Publishing
The Anup Engineering Ltd.,ANUP,542460,N,Capital Goods,Engineering - Industrial Equipments
Anupam Rasayan India Ltd.,ANURAS,543275,N,Chemicals,Chemicals
Apar Industries Ltd.,APARINDS,532259,N,Capital Goods,Electric Equipment
Anjani Portland Cement Ltd.,APCL,518091,N,Construction Materials,Cement & Construction Materials
Apcotex Industries Ltd.,APCOTEXIND,523694,N,Agri,Rubber  Products
Apex Frozen Foods Ltd.,APEX,540692,N,Agri,Aquaculture
Aplab Ltd.,APLAB,517096,N,Capital Goods,Electric Equipment
APL Apollo Tubes Ltd.,APLAPOLLO,533758,N,Iron & Steel,Steel & Iron Products
Alembic Pharmaceuticals Ltd.,APLLTD,533573,Y,Healthcare,Pharmaceuticals & Drugs
Apollo Micro Systems Ltd.,APOLLO,540879,N,Electricals,Electronics - Components
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,508869,N,Healthcare,Hospital & Healthcare Services
Apollo Pipes Ltd.,APOLLOPIPE,531761,N,Plastic Products,Plastic Products
Apollo Tyres Ltd.,APOLLOTYRE,500877,N,Automobile & Ancillaries,Tyres & Allied
Apollo Sindoori Hotels Ltd.,APOLSINHOT,,N,Hospitality,"Hotel, Resort & Restaurants"
Utique Enterprises Ltd.,APPLEIND,500014,N,Finance,Finance - Investment
Aptech Ltd.,APTECHT,532475,N,IT,IT - Education
Aptus Value Housing Finance India Ltd.,APTUS,543335,N,Finance,Finance - Housing
Arabian Petroleum,ARABIAN,,,,
Aravali Securities & Finance Ltd.,ARAVALISEC,512344,N,Finance,Finance - Investment
Archidply Industries Ltd.,ARCHIDPLY,532994,N,Construction Materials,Wood & Wood Products
Archies Ltd.,ARCHIES,532212,N,Retailing,Retailing
Rajdarshan Industries Ltd.,ARENTERP,526662,N,Mining,Mining & Minerals
Arham Technologies Ltd.,ARHAM,,N,Consumer Durables,Consumer Durables - Electronics
Aries Agro Ltd.,ARIES,532935,N,Chemicals,Fertilizers
Arihant Foundations & Housing Ltd.,ARIHANT,531381,N,Realty,Construction - Real Estate
Arihant Academy Ltd.,ARIHANTACA,,N,Education & Training,Educational Institutions
Arihant Capital Markets Ltd.,ARIHANTCAP,511605,N,Finance,Finance - Stock Broking
Arihant Superstructures Ltd.,ARIHANTSUP,506194,N,Realty,Construction - Real Estate
Aristo Bio-Tech and Lifescience Ltd.,ARISTO,,N,Chemicals,Pesticides & Agrochemicals
Arman Financial Services Ltd.,ARMANFIN,531179,N,Finance,Finance - NBFC
Aro Granite Industries Ltd.,AROGRANITE,513729,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Arrow Greentech Ltd.,ARROWGREEN,516064,N,Miscellaneous,Miscellaneous
Arshiya Ltd.,ARSHIYA,506074,N,Logistics,Logistics
ARSS Infrastructure Projects Ltd.,ARSSINFRA,533163,N,Infrastructure,Engineering - Construction
Artemis Medicare Services Ltd.,ARTEMISMED,542919,Y,Healthcare,Hospital & Healthcare Services
Art Nirman Ltd.,ARTNIRMAN,,N,Realty,Construction - Real Estate
Artson Engineering Ltd.,ARTSONENGG,522134,N,Capital Goods,Engineering - Industrial Equipments
Aruna Hotels Ltd.,ARUNASUGAR,500016,N,Hospitality,"Hotel, Resort & Restaurants"
Arvee Laboratories (India) Ltd.,ARVEE,,N,Chemicals,Chemicals
Arvind Ltd.,ARVIND,500101,N,Textile,Textile
Arvind Fashions Ltd.,ARVINDFASN,542484,N,Retailing,Retailing
Arvind Smartspaces Ltd.,ARVSMART,539301,Y,Realty,Construction - Real Estate
Asahi India Glass Ltd.,ASAHIINDIA,515030,N,Construction Materials,Glass
Asahi Songwon Colors Ltd.,ASAHISONG,532853,N,Chemicals,Dyes & Pigments
Automotive Stampings and Assemblies Ltd.,ASAL,520119,Y,Automobile & Ancillaries,Auto Ancillary
Associated Alcohols & Breweries Ltd.,ASALCBR,507526,N,Alcohol,Breweries & Distilleries
Ascom Leasing & Investments Ltd.,ASCOM,,N,Finance,Finance - NBFC
Ashapura Minechem Ltd.,ASHAPURMIN,527001,N,Mining,Mining & Minerals
Ashiana Housing Ltd.,ASHIANA,523716,N,Realty,Construction - Real Estate
Ashima Ltd.,ASHIMASYN,514286,N,Textile,Textile
Ashoka Buildcon Ltd.,ASHOKA,533271,N,Infrastructure,Engineering - Construction
Ashok Alco-Chem Ltd.,ASHOKALCO,524594,N,Trading,Trading
Ashoka Metcast Ltd.,ASHOKAMET,540923,N,Trading,Trading
Ashok Leyland Ltd.,ASHOKLEY,500477,N,Automobile & Ancillaries,Automobiles-Trucks/Lcv
Asian Energy Services Ltd.,ASIANENE,530355,N,Crude Oil,Oil Exploration
Asian Hotels (North) Ltd.,ASIANHOTNR,500023,N,Hospitality,"Hotel, Resort & Restaurants"
Asian Paints Ltd.,ASIANPAINT,500820,N,Chemicals,Paints
Asian Granito India Ltd.,ASIANTILES,532888,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
ASK Automotive Limited,ASKAUTOLTD,544022,,,
ASL Industries Ltd.,ASLIND,,N,Automobile & Ancillaries,Auto Ancillary
Bartronics India Ltd.,ASMS,532694,N,IT,IT - Software
ASI Industries Ltd.,ASOCSTONE,502015,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Aspinwall And Company Ltd.,ASPINWALL,,N,Diversified,Diversified
Astec Lifesciences Ltd.,ASTEC,533138,N,Chemicals,Pesticides & Agrochemicals
Aster DM Healthcare Ltd.,ASTERDM,540975,N,Healthcare,Hospital & Healthcare Services
Astral Ltd.,ASTRAL,532830,N,Plastic Products,Plastic Products
Astra Microwave Products Ltd.,ASTRAMICRO,532493,N,Capital Goods,Defence
Astrazeneca Pharma India Ltd.,ASTRAZEN,506820,N,Healthcare,Pharmaceuticals & Drugs
Astron Paper & Board Mill Ltd.,ASTRON,540824,N,Paper,Paper & Paper Products
Atal Realtech Ltd.,ATALREAL,543911,N,Realty,Construction - Real Estate
Atam Valves Ltd.,ATAM,543236,N,Capital Goods,Engineering - Industrial Equipments
Agro Tech Foods Ltd.,ATFL,500215,N,FMCG,Edible Oil
Adani Total Gas Ltd.,ATGL,542066,Y,Gas Transmission,Gas Transmission/Marketing
Atlanta Ltd.,ATLANTA,532759,N,Infrastructure,Engineering - Construction
Atul Ltd.,ATUL,500027,N,Chemicals,Chemicals
Atul Auto Ltd.,ATULAUTO,531795,N,Automobile & Ancillaries,Automobile Two & Three Wheelers
SVC Industries Ltd.,ATVPETRO,524488,N,Crude Oil,Petrochemicals
ATV Projects India Ltd.,ATVPROJ,500028,N,Capital Goods,Engineering - Industrial Equipments
AU Small Finance Bank Ltd.,AUBANK,540611,N,Bank,Bank - Private
Aurangabad Distillery Ltd.,AURDIS,,N,Alcohol,Breweries & Distilleries
Aurionpro Solutions Ltd.,AURIONPRO,532668,N,IT,IT - Software
Auro Impex & Chemicals Ltd.,AUROIMPEX,,N,Chemicals,Chemicals
Aurobindo Pharma Ltd.,AUROPHARMA,524804,N,Healthcare,Pharmaceuticals & Drugs
Aurum Proptech Ltd.,AURUM,539289,N,IT,IT - Software
Ausom Enterprise Ltd.,AUSOMENT,509009,N,Trading,Trading
Automotive Axles Ltd.,AUTOAXLES,505010,N,Automobile & Ancillaries,Auto Ancillary
Automobile Corporation of Goa Ltd.,AUTOCORP,505036,N,Automobile & Ancillaries,Auto Ancillary
Autoline Industries Ltd.,AUTOIND,532797,N,Automobile & Ancillaries,Auto Ancillary
Autoriders Finance Ltd.,AUTORIDFIN,500030,N,Finance,Finance - Investment
Avadh Sugar & Energy Ltd.,AVADHSUGAR,540649,N,Agri,Sugar
Avalon Technologies Ltd.,AVALON,543896,N,Electricals,Electronics - Components
Avanti Feeds Ltd.,AVANTIFEED,512573,N,FMCG,Consumer Food
AVG Logistics Ltd.,AVG,543910,N,Logistics,Logistics
Avonmore Capital & Management Services Ltd.,AVONMORE,511589,N,Finance,Finance - Investment
Avro India Ltd.,AVROIND,543512,N,Plastic Products,Plastic Products
AVSL Industries Ltd.,AVSL,,N,Chemicals,Chemicals
AVT Natural Products Ltd.,AVTNPL,519105,N,FMCG,Consumer Food
Antony Waste Handling Cell Ltd.,AWHCL,543254,N,Miscellaneous,Miscellaneous
Adani Wilmar Ltd.,AWL,543458,N,FMCG,Edible Oil
Axis Bank Ltd.,AXISBANK,532215,N,Bank,Bank - Private
Axiscades Technologies Ltd.,AXISCADES,532395,N,IT,IT - Software
Axita Cotton Ltd.,AXITA,542285,N,Textile,Textile
AYM Syntex Ltd.,AYMSYNTEX,508933,N,Textile,Textile
Baba Food Processing Private Limited,BABAFP,,,,
Bafna Pharmaceuticals Ltd.,BAFNAPH,532989,N,Healthcare,Pharmaceuticals & Drugs
B.A.G. Films and Media Ltd.,BAGFILMS,532507,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Baheti Recycling Industries Ltd.,BAHETI,,N,Miscellaneous,Miscellaneous
Baid Finserv Ltd.,BAIDFIN,511724,N,Finance,Finance - NBFC
Bajaj Auto Ltd.,BAJAJ-AUTO,532977,N,Automobile & Ancillaries,Automobile Two & Three Wheelers
Bajaj Consumer Care Ltd.,BAJAJCON,533229,N,FMCG,Household & Personal Products
Bajaj Electricals Ltd.,BAJAJELEC,500031,N,Consumer Durables,Consumer Durables - Domestic Appliances
Bajaj Finserv Ltd.,BAJAJFINSV,532978,N,Finance,Finance - Investment
Bajaj Healthcare Ltd.,BAJAJHCARE,539872,N,Healthcare,Pharmaceuticals & Drugs
Bajaj Hindusthan Sugar Ltd.,BAJAJHIND,500032,N,Agri,Sugar
Bajaj Holdings & Investment Ltd.,BAJAJHLDNG,500490,N,Finance,Finance - NBFC
Bajaj Finance Ltd.,BAJFINANCE,500034,Y,Finance,Finance - NBFC
Sanathnagar Enterprises Ltd.,BAKELHYLAM,509423,N,Realty,Construction - Real Estate
Balaji Telefilms Ltd.,BALAJITELE,532382,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Balaji Amines Ltd.,BALAMINES,530999,N,Chemicals,Chemicals
Balaxi Pharmaceuticals Ltd.,BALAXI,,N,Trading,Trading
Balkrishna Paper Mills Ltd.,BALKRISHNA,539251,N,Paper,Paper & Paper Products
Balkrishna Industries Ltd.,BALKRISIND,502355,N,Automobile & Ancillaries,Tyres & Allied
Ballarpur Industries Ltd.,BALLARPUR,500102,N,Paper,Paper & Paper Products
Balmer Lawrie & Company Ltd.,BALMLAWRIE,523319,Y,Diversified,Diversified
Bal Pharma Ltd.,BALPHARMA,524824,N,Healthcare,Pharmaceuticals & Drugs
Balrampur Chini Mills Ltd.,BALRAMCHIN,500038,N,Agri,Sugar
Balurghat Technologies Ltd.,BALURTRANS,520127,N,Logistics,Logistics
Banaras Beads Ltd.,BANARBEADS,526849,N,Construction Materials,Glass
Bannari Amman Sugars Ltd.,BANARISUG,500041,N,Agri,Sugar
Banco Products (India) Ltd.,BANCOINDIA,500039,N,Automobile & Ancillaries,Auto Ancillary
Bandhan Bank Ltd.,BANDHANBNK,541153,N,Bank,Bank - Private
Bang Overseas Ltd.,BANG,532946,N,Textile,Textile
Banka Bioloo Ltd.,BANKA,,N,Infrastructure,Engineering - Construction
Bank Of Baroda,BANKBARODA,532134,N,Bank,Bank - Public
Bank Of India,BANKINDIA,532149,N,Bank,Bank - Public
Banswara Syntex Ltd.,BANSWRAS,503722,N,Textile,Textile - Manmade  Fibres
Barbeque-Nation Hospitality Ltd.,BARBEQUE,543283,Y,Hospitality,"Hotel, Resort & Restaurants"
Baroda Rayon Corporation Ltd.,BARODARAYN,500270,N,Textile,Textile
BASF India Ltd.,BASF,500042,N,Chemicals,Pesticides & Agrochemicals
Basilic Fly Studio,BASILIC,,,Media & Entertainment,TV Broadcasting & Software Production
Bannari Amman Spinning Mills Ltd.,BASML,532674,N,Textile,Textile - Spinning
Bata India Ltd.,BATAINDIA,500043,N,Retailing,Retailing
Batliboi Ltd.,BATLIBOI,522004,N,Capital Goods,Engineering - Industrial Equipments
Bayer CropScience Ltd.,BAYERCROP,506285,N,Chemicals,Pesticides & Agrochemicals
Bharat Bijlee Ltd.,BBL,503960,N,Capital Goods,Electric Equipment
Black Box Ltd.,BBOX,500463,N,Telecom,Telecommunication - Equipment
Bombay Burmah Trading Corporation Ltd.,BBTC,501425,N,Agri,Agriculture
B&B Triplewall Containers Ltd.,BBTCL,543668,N,Paper,Paper & Paper Products
Brightcom Group Ltd.,BCG,532368,N,IT,IT - Software
BCL Industries Ltd.,BCLIND,524332,N,FMCG,Edible Oil
Brand Concepts Ltd.,BCONCEPTS,543442,N,Trading,Trading
B.C. Power Controls Ltd.,BCP,537766,N,Non - Ferrous Metals,Metal - Non Ferrous
Bharat Dynamics Ltd.,BDL,541143,N,Capital Goods,Defence
BDR Buildcon Ltd.,BDR,,N,Realty,Construction - Real Estate
Beardsell Ltd.,BEARDSELL,539447,N,Chemicals,Chemicals
Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,543253,N,FMCG,Consumer Food
Bedmutha Industries Ltd.,BEDMUTHA,533270,N,Iron & Steel,Steel & Iron Products
Bharat Electronics Ltd.,BEL,500049,N,Capital Goods,Engineering - Industrial Equipments
BEML Ltd.,BEML,500048,N,Capital Goods,Engineering - Industrial Equipments
Bhansali Engineering Polymers Ltd.,BEPL,500052,N,Chemicals,Chemicals
Berger Paints India Ltd.,BERGEPAINT,509480,N,Chemicals,Paints
Best Agrolife Ltd.,BESTAGRO,539660,N,Chemicals,Pesticides & Agrochemicals
Beta Drugs Ltd.,BETA,,N,Healthcare,Pharmaceuticals & Drugs
BEW Engineering Ltd.,BEWLTD,,N,Capital Goods,Engineering
BF Investment Ltd.,BFINVEST,533303,N,Finance,Finance - Investment
BF Utilities Ltd.,BFUTILITIE,532430,N,Power,Power Generation/Distribution
Bharatiya Global Infomedia Ltd.,BGLOBAL,533499,N,IT,IT - Software
BGR Energy Systems Ltd.,BGRENERGY,532930,N,Infrastructure,Engineering - Construction
Bhagiradha Chemicals & Industries Ltd.,BHAGCHEM,531719,N,Chemicals,Pesticides & Agrochemicals
Bhageria Industries Ltd.,BHAGERIA,530803,N,Chemicals,Dyes & Pigments
Bhagyanagar India Ltd.,BHAGYANGR,512296,N,Non - Ferrous Metals,Metal - Non Ferrous
Bhandari Hosiery Exports Ltd.,BHANDARI,512608,N,Textile,Textile
Bharat Forge Ltd.,BHARATFORG,500493,N,Automobile & Ancillaries,Forgings
Bharat Gears Ltd.,BHARATGEAR,505688,N,Automobile & Ancillaries,Auto Ancillary
Bharat Rasayan Ltd.,BHARATRAS,590021,N,Chemicals,Pesticides & Agrochemicals
Bharat Wire Ropes Ltd.,BHARATWIRE,539799,N,Non - Ferrous Metals,Metal - Non Ferrous
Bharti Airtel Ltd.,BHARTIARTL,532454,N,Telecom,Telecommunication - Service  Provider
Bharat Heavy Electricals Ltd.,BHEL,500103,N,Capital Goods,Engineering - Industrial Equipments
Bigbloc Construction Ltd.,BIGBLOC,540061,N,Realty,Construction - Real Estate
Bihar Sponge Iron Ltd.,BIHARSPONG,500058,N,Iron & Steel,Steel/Sponge Iron/Pig Iron
Bikaji Foods International Ltd.,BIKAJI,543653,N,FMCG,Consumer Food
Bhartiya International Ltd.,BIL,526666,N,FMCG,Leather
Bimetal Bearings Ltd.,BIMETAL,505681,N,Automobile & Ancillaries,Bearings
Binani Industries Ltd.,BINANIIND,500059,N,Diversified,Diversified
Biocon Ltd.,BIOCON,532523,N,Healthcare,Pharmaceuticals & Drugs
Biofil Chemicals & Pharmaceuticals Ltd.,BIOFILCHEM,524396,N,Healthcare,Pharmaceuticals & Drugs
Brookfield India Real Estate Trust REIT,BIRET,543261,N,Finance,Finance - Investment
Birla Cable Ltd.,BIRLACABLE,500060,N,Electricals,Cable
Birla Corporation Ltd.,BIRLACORPN,500335,N,Diversified,Diversified
Aditya Birla Money Ltd.,BIRLAMONEY,532974,Y,Finance,Finance - Stock Broking
Birla Tyres Ltd.,BIRLATYRE,542932,N,Automobile & Ancillaries,Tyres & Allied
BKM Industries Ltd.,BKMINDST,539043,N,Capital Goods,Engineering - Industrial Equipments
BEML Land Assets Ltd.,BLAL,543898,N,Realty,Construction - Real Estate
BLB Ltd.,BLBLIMITED,532290,N,Finance,Finance - Stock Broking
Bliss GVS Pharma Ltd.,BLISSGVS,506197,N,Healthcare,Pharmaceuticals & Drugs
